[Unnamed 20000],,20000,d01deaf7a34d3f5a0a369d0cbb1cfc7a,518370f8aa5f708e3ff4a2b1daad5853, (Not found)
ヒューマンインナーＭ,Human Inner M,20001,2fa765a08df43d9d4c4bde2045621832,fdab83c07f29671ce45d3573d3ead2e7
ニューマンインナーＭ,Newman Inner M,20002,d6f3b0d7c197389460715f6ba21d8c11,6aeb459cdd43697dabcf03a183925d0c
デューマンインナーＭ,Deuman Inner M,20003,32aec9b3ee2ec23b58e621465c34e7a0,c9fc62c5df186d517425193313a09c51
キャストインナーＭ,CAST Inner M,20004,1999da2f59df1aeeaabd159915c77275,0e212e8387d9735178b1ef4a21212660
スマートインナーＭ,Smart Innerwear M,20005,6c5584f5b78460f9babdb738c93c8bfa,c10535b1db7f798f3d74fef7fbe14348
,Newman Innerwear M,20006,84ee22c9db49f86f7b07e4b430409045, (Not found),d90a514004230593dec4427d882bd935, (Not found)
,Deuman Innerwear M,20007,3bcef0063ac1e7c59182042a35cc2c4b, (Not found),7002b8844d8c6d7cb2972e8deef510e1, (Not found)
,CAST Innerwear M,20008,79e4302f66f785363d9bff4e4101756a, (Not found),2dca7cfd02652353e8ba9ca020628f32, (Not found)
[Unnamed 20009],,20009,122ecfac9d56a3b2698d6278cc77abac,fbd19fa56ffb2d447fa4848c031ae6f2, (Not found)
[Unnamed 20020],,20020,fc8f6dfad9b28c3505b0fa6483acd16c,a1354af366a9bc135f66df740520044f, (Not found)
リチュアルクロース[In],Ritual Clothes [In],20021,acab157246d1735b459f08dc15990ec4,74fbbe05791297acaa48eb8b71783e30
リチュアルクロース海[In],Ritual Clothes: Sea [In],20022,acab157246d1735b459f08dc15990ec4,fc08b14d28c2a3f3534f2e34b6f11e79
リチュアルクロース鋼[In],Ritual Clothes: Steel [In],20023,acab157246d1735b459f08dc15990ec4,99c2bd7b7e65930efb67aee238a36427
リチュアルクロース影[In],Ritual Clothes: Shadow [In],20024,acab157246d1735b459f08dc15990ec4,aadabad5f9e308dedad3717df469efad
[Unnamed 20030],,20030,688a46c789dd8c3bf095a7b43ee56b1f,c8471743ad173424f47489d90d326f72, (Not found)
フラグメントクラウン[In],Royal Remnants [In],20031,069faaa9b997c05e83a0fa2434563fab,df8c39e6794adf4a3eea65cfbe456bdf
フラグメントクラウン紅[In],Royal Remnants: Ruby [In],20032,069faaa9b997c05e83a0fa2434563fab,f16687ecaa3151dae4c99809a8e6d8eb
フラグメントクラウン雪[In],Royal Remnants: Snow [In],20033,069faaa9b997c05e83a0fa2434563fab,4a16dd737af65c2d421d1db56e42f6ee
フラグメントクラウン影[In],Royal Remnants: Shadow [In],20034,069faaa9b997c05e83a0fa2434563fab,a90c0f30190bcc3d3872c2c48ba31559
タンクトップ１[In],Tank Top 1 [In],20040,801268d951f6a679857b64acfa35369a,9331061f41d30c5b4c70a71dc289f933
タンクトップ１鋼[In],Tank Top 1: Steel [In],20041,801268d951f6a679857b64acfa35369a,1a86bfdc60da2ce0fe61cd04010e5be6
タンクトップ１雪[In],Tank Top 1: Snow [In],20042,801268d951f6a679857b64acfa35369a,34dea8b4f16f44c3e8b4e8947ea22617
タンクトップ１紅[In],Tank Top 1: Ruby [In],20043,801268d951f6a679857b64acfa35369a,8df77e6695388d2de8ee555470a21411
[Unnamed 20050],,20050,9f57c8b3ae3d085558675f381a401b1a,ea5dbf362f31e227a78dc39e1c514a25, (Not found)
フロンティアガイド[In],Frontier Guide [In],20051,cdd895f788a96e605bf1fa733f713062,13ea093fcb9b91f412436b9c46a52fe7
