JP Name,EN Name,id,Human Hash,Classic Cast Hash,Classic Caseal Hash,.fig Hash,Substitute Motions are in win32reboot, unlike most NGS player files. The first two characters of each filename are the folder name
標準,Standard,000,57\fa083e6b4fc939a48ebb58d7f2c7e9,4a\f2c2ce8384a0d6d772f0ac83b521bf,51\3639a5d34d58748926d47d1e9c7341,3d\5787e928cbd252a6a7be3a73bc23f6
クロール,Crawl,002,45\a46e9b67d1f49adaaad460164a481e,d7\37484ed0a01ae485a072c0b5a3b421,6b\2a88113ca330d628635ee6da3464b0,2c\8600861e551ac39bceb63be172bc56
潜水,Diving,003,4e\4ce171943a648c1960b00f118b397d,6b\24a160fe47503e3968c7e314fdec41,4f\f9f2c1eefea91c8374fb6407071d18,fd\a70e58d3855a95629ec5c49fa46d38
バタフライ,Butterfly,004,2f\b6e7985d90efb7b5c5597dc89cf921,d5\b02b942c859373417e947b773b63b1,f6\b811f7dbca702f5b832a3ce5b5dfbe,e7\00111fb34f17be0e3ef438d1fa7a3e
サーフィン,Surfing,005,0a\27d3e7a33cf04c76c9e485e04488b2,a9\6eabd872c13f6210261db6473ce32d,fa\72611d960791a4d8d8d98fa1d7e316,1c\b7ed05cd02fa934c2622ef1b56b51f
腕組み浮遊,Floating with Arms Crossed,006,76\0cf8bed947f9e82d5036415c3e43a2,b2\27007135c53e7b1e2efe3bc7249d74,0e\8607b3920f9ac8900999b363f34142,69\44fb74a1b513ae338a0749f4b2977c
カジキライダー,Marlin Rider,007,65\a0b3d2f68d5e7195f08b15b8c3fd6a,07\79f983e205f34208efa4009de066f7,3c\b1fed69e3ad7948a1141c45c4649af,8a\f1525f20d59f05f7b14d8f5edfab35
氷上歩行,Walking on Ice,008,a7\714bbe7f7f3ca6facac804a8082046,67\64461aa4a669f16e33077eb6c2b265,14\413785d7155079b5058d71700ccca6,32\62e45445e7d1308129d7dab858a70c
シャークレイド,Shark Raid,009,ce\0ea95d19754f64d5c6c4fd63a09007,95\92206f13b51c923be23ea37d1d8d68,bc\419b895b8d229860ded811f89dfcd3,08\957e4371e5ec9e261c8cf9457a6a7d
バナナボート,Banana Boat,010,21\3a5a15260c851985d13aa20977e4c4,af\c7131a40068fd6f901d5d6b5742594,5c\653d9a2260617f94bcb27a258fa275,b1\4b38e7602b25adfd0e4af0b1cbc021
ペンギン,Penguin,011,88\1398495448f0d5616f30038c030e09,08\a9d78c6ec1599f1afe04abe891b0b2,8b\fe201f99b0d2be5345e188bc053cf9,65\b943d91ad873eae309de690239fa5e
イースターエッグ,Easter Egg,012,3b\7868d4e38d9ae842c8d2e3f5231c27,b6\8f105fc44741d437e6fe5be56639b8,14\1ad0169e6cefe76672b425265447e8,ee\b759563699e11455634bafc7dd3542
