ボイスなし,None,02671cb6353c1ebab3f86ac876b5deea
シンプルボイス01,Simple Voice 01,a155ba203060c9e4aa65c5e4778357e5
シンプルボイス02,Simple Voice 02,a966611481ca17430539e71bc7514c03
シンプルボイス03,Simple Voice 03,d91e9e1fb1a460c8f78fe18a68c1d2f4
シンプルボイス04,Simple Voice 04,be7fc0fba89add1900ad0102a572c2eb
シンプルボイス05,Simple Voice 05,3b58530615fe1c90838a73fcbad1fca6
シンプルボイス06,Simple Voice 06,471560fbdab42d272d016d82be388017
シンプルボイス07,Simple Voice 07,a333b51c142d604b865ccbb0b6e71a06
シンプルボイス08,Simple Voice 08,f9f40211eeaae11b179832a9e865f6c1
シンプルボイス09,Simple Voice 09,17d84014c82ea35a8fdb34903f4cee7f
シンプルボイス10,Simple Voice 10,607dd9f2c6713b44c0083544e657b762
［ＥＸ］ボイスＡ０２/桃井 はるこ,,830c794ac91486b16f37310459a51d42
［ＥＸ］ボイスＡ０５/桃井 はるこ,[EX] Voice A05,2f425e1356760f1003042b8c1e375b2b
［ＥＸ］ボイスＡ０３/会 一太郎,,f03513bce208eecd05c85b22229b09b1
追加ボイス６０/喜多村 英梨,Voice 60/Eri Kitamura,8ba821587eb936712a4fd85af679fc07
フーリエ/金元 寿子,,9a4267b5c2e2f7b77892a1b2e7e8e8e4
追加ボイス４０/金元 寿子,Voice 40/Hisako Kanemoto,9683e084479eeea2ad4c89fa64018965
追加ボイス４１/金元 寿子,Voice 41/Hisako Kanemoto,06ea16cdeca71f0975f49f3a9bb4c2a0
追加ボイス４２/竹達 彩奈,Voice 42/Ayana Taketatsu,dd7e1572ba37b42436d08908149fe7d7
追加ボイス４３/竹達 彩奈,Voice 43/Ayana Taketatsu,7df0b9a58e89a80c26cd48c52edcfc57
追加ボイス４４/竹達 彩奈,Voice 44/Ayana Taketatsu,72da50587bb705d0188a2cfabeafeeab
シンプルボイス11,Simple Voice 11,a466575bb52c8710766eebac5fb4ad68
追加ボイス４５/中原 麻衣,Voice 45/Mai Nakahara,a208124657d7857ef2a27a44457568a1
追加ボイス４６/中原 麻衣,Voice 46/Mai Nakahara,03b901e6c02ad312d342bd82ddc1502d
追加ボイス４７/中原 麻衣,Voice 47/Mai Nakahara,15caaf2ca73c2a7a227d67d911414f02
追加ボイス４８/井口 裕香,Voice 48/Yuka Iguchi,313744ac35e01108fd82a105bdd0e174
追加ボイス４９/井口 裕香,Voice 49/Yuka Iguchi,bde31cc26efe8842b7d473faef18008c
追加ボイス５０/阿澄 佳奈,Voice 50/Kana Asumi,9be5d03f0f06ae6a7b2068bcc05fb7a8
ヒツギ覚醒/種田 梨沙,Hitsugi Awakened,81a894468e0f7339ce08228c3667302a
追加ボイス５１/植田 佳奈,Voice 51/Kana Ueda,b42eb2b7525c0fc43cd587a0515c6f64
追加ボイス５２/榊原 良子,Voice 52/Yoshiko Sakakibara,7a4713545e92de5e30b42367390a54cd
追加ボイス５３/花澤 香菜,Voice 53/Kana Hanazawa,3a8fddc0464d5f7475f2e8869ce4c8b5
シンプルボイス12,Simple Voice 12,7ac2cb6572f15a7c8aacbb7b0eca1782
追加ボイス５４/門脇 舞以,Voice 54/Maii Kadowaki,c9dcf5e84f43b339cf0e744373ca680c
追加ボイス５５/小山 茉美,Additional Voice 55,e33e86c37d3e73f447fa86c3b98bbb8f
［ＥＸ］ボイスＢ０１/日笠 陽子,[EX] Voice B01,d120d1a73c500809e1a6f851a5818d00
［ＥＸ］ボイスＣ０２/川澄 綾子,[EX] Voice C02,bc8719bc33d603aa15b8a3d3681e7ae6
追加ボイス５７/竹達 彩奈,Voice 57/Ayana Taketatsu,e6e89a8ab2598de7d32cb4a4c298e760
追加ボイス５８/？？？,Voice 58/？？？,913bb7b32e7b5b5eb1296c60852f8742
追加ボイス５９/？？？,Voice 59/？？？,7f1f1e27085e650a9ce57d0f4647d5d0
セイバー/川澄 綾子,Saber,e3ca6bf0529c13e305ac979c450c0759, (Not found)
シンプルボイス13,Simple Voice 13,11420557f94bbcfc3da942065be7348b
遠坂凛/植田 佳奈,Tohsaka Rin,7ac1eba483aa177d770cbfc0065400d1, (Not found)
イリヤ/門脇 舞以,Illya,518226cab1b4f3428c976e3e0dd7a6da, (Not found)
未配信ボイス００３,,dd06c0770dd5e795bb3143682506a0b2
ルミア/川澄 綾子,,ab17f2dd9cd1cadf257b44aa3f04c97e
ルウ/川澄 綾子,Lou,ebe5c27c906b940f478bcc5b140444fe
［ＥＸ］ボイスＣ０３/中原 麻衣,[EX] Voice C03,7047b83ddf6af452949e74a0b36d77c6
追加ボイス６２/川澄 綾子,Voice 62/Ayako Kawasumi,d7d5f3b3b3ad22f4c70c62a8271eb75b
追加ボイス６３/植田 佳奈,Voice 63/Kana Ueda,a26ddb5093fa287c3d1109d329f2517d
追加ボイス３８/植田 佳奈,Voice 38/Kana Ueda,0ffbd513273e0d9bdd4a7986cd6e7a10
追加ボイス６５/門脇 舞以,Voice 65/Maii Kadowaki,82aaf8182f3e5e4e09066349dbc6472b
シンプルボイス14,Simple Voice 14,a0949e674c1fb44a14af90aa6822d8d2
追加ボイス３９/門脇 舞以,Voice 39/Maii Kadowaki,36257fcec462cd6c13300427f5e3ff0f
サラ/植田 佳奈,,f2bd2d02fea174ade9ac8ccde5043b4b
未配信ボイス００７,,ea4e9055b51f02a6bd52dd26dfbc1a2b, (Not found)
［ＥＸ］ボイスＣ０１/川村 万梨阿,[EX] Voice C01,ddfb500d52ae96322eae471a53c78fbc
追加ボイス５６/川村 万梨阿,Voice 56/Maria Kawamura,7a409f7cc14b745554ea34781bdb6517
追加ボイス７１/川村 万梨阿,Voice 71/Maria Kawamura,360742dbd9923af4ef7f985163699b17
追加ボイス６１/川村 万梨阿,Voice 61/Maria Kawamura,7978ad593c18b2afabfc4afbbf8ca0e6
追加ボイス６４/日笠 陽子,Voice 64/Yoko Hikasa,3d4c01c4030fec0b9a164cdfb4a2b8e5
追加ボイス８０/日笠 陽子,Voice 80/Yoko Hikasa,6baec8b37983bcf09c8bc04dbcd7d496
追加ボイス８１/佐藤 聡美,Voice 81/Satomi Sato,9fc250e6a13caa633f135d0fb68c35e8
シンプルボイス15,Simple Voice 15,e3e0079632a9b8d931218f94a8496566
追加ボイス６７/花澤 香菜,Voice 67/Kana Hanazawa,307815703077c1f1d1b44ec3972d2f8d
追加ボイス２１２/花澤 香菜,Voice 212/Kana Hanazawa,2f4d20fd85bb74a89d7e3a1fb96660e8
追加ボイス７４/金元 寿子,Voice 74/Hisako Kanemoto,0ce4ad603790a2c9061759ae3870a2ad
追加ボイス８２/金元 寿子,Voice 82/Hisako Kanemoto,b97777bc23c9fb597ea47614e8da6365
追加ボイス７８/渡辺 久美子,Voice 78/Kumiko Watanabe,cc13e4ad75fd1a4a3835e29ec49c63bb
追加ボイス２１５/渡辺 久美子,Voice 215/Kumiko Watanabe,d3e4a5b149232c34f8c42bd519c96344
追加ボイス８３/阿澄 佳奈,Voice 83/Kana Asumi,648e2ee02136e79f98db92d067592f87
追加ボイス２０８/阿澄 佳奈,Voice 208/Kana Asumi,59f427b74a8a41904f4bdc6beaf75a9e
追加ボイス８４/井口 裕香,Voice 84/Yuka Iguchi,0c24d55742eb1c3eb2404ab466c59478
追加ボイス１９６/井口 裕香,Voice 196/Yuka Iguchi,0da5e459794ce30e799f1756b1e136c6
シンプルボイス16,Simple Voice 16,73e235ab2d102437d3460724db1a3b5a
追加ボイス７３/植田 佳奈,Voice 73/Kana Ueda,8effcfd8b86a066d1931b2997e275f10
追加ボイス８７/悠木 碧,Voice 87/Aoi Yuki,743c632009e7b692a9a87efbb7801d24
追加ボイス１３２/悠木 碧,Voice 132/Aoi Yuki,2681b289b609a4767909bdfbe0a24a98
追加ボイス１９４/門脇 舞以,Voice 194/Maii Kadowaki,48e98c81e08f7cceee5acdba8b7011a9
追加ボイス８８/伊瀬 茉莉也,Voice 88/Mariya Ise,f428235d2ddf50b0c00922791243eb9f
追加ボイス８９/喜多村 英梨,Voice 89/Eri Kitamura,3ef71bc986cbc72303887a7e5c11ac7a
未配信ボイス０２８,Unreleased Voice 028,6f00a273ba3ccc204c370b07896d0ac9, (Not found)
追加ボイス１１４/竹達 彩奈,Voice 114/Ayana Taketatsu,e5d2a9be81fd2ba065032306d9f41324
追加ボイス８５/竹達 彩奈,Voice 85/Ayana Taketatsu,de34a598daeba30eef5680e6820696ba
シンプルボイス17,Simple Voice 17,cbe0bfd4e7d85f79357117abdcde2cb5
追加ボイス２０２/竹達 彩奈,Voice 202/Ayana Taketatsu,ead55077b6d5e7bbff77f322bbe8d914
追加ボイス８６/中原 麻衣,Voice 86/Mai Nakahara,ed107d11af2168d21ee3823abbeccf6d
未配信ボイス０３３,Unreleased Voice 033,e12815af6ebde028f6b851438b16a13f, (Not found)
追加ボイス１０１/中原 麻衣,Voice 101/Mai Nakahara,0927f971180ab504d63b7f20da6bac30
追加ボイス９９/釘宮 理恵,Voice 99/Rie Kugimiya,a48ff4d8d7c5f561b6e95a7bcefcde6c
追加ボイス２０９/釘宮 理恵,Voice 209/Rie Kugimiya,b0cb986ebd60f058b615912d02db1f5f
追加ボイス９１/釘宮 理恵,Voice 91/Rie Kugimiya,fd247a28a5bde9451f7ca48cef2fe90b
追加ボイス１０２/堀江 由衣,Voice 102/Yui Horie,1b779717b4fda56653a881f0bf5322c3
未配信ボイス０３７,Unreleased Voice 037,0f17522996949a21a956c97293cbd4f6, (Not found)
追加ボイス９５/堀江 由衣,Voice 95/Yui Horie,0b98c3353167a5f3237c44adb002b671
ユニークボイス01,Unique Voice 01,78d29b2bc99f2951138c36eca6c9d8ff
追加ボイス１０５/桑島 法子,Voice 105/Houko Kuwashima,cbfe04c0f60a03b01d1e2e531b43d1f9
追加ボイス９３/桑島 法子,Voice 93/Houko Kuwashima,08e96626cb712f695d5082c76846d01d
追加ボイス１０７/桑島 法子,Voice 107/Houko Kuwashima,9dc7de22be61416a630973e20b50be6b
カトリ/桑島 法子,,ce56b9b9b85853f54eee0e420fc95b1c
スクナヒメ/堀江 由衣,,d5eba650e67ee409c3aef29542303de2
未配信ボイス０４２,,7a81dedb41b3d8ef31484cbed8683d52, (Not found)
クーナ/喜多村 英梨,Quna/Eri Kitamura,52c1dbc981f9db66997d3e5c004df48e
イオ/竹達 彩奈,Io/Ayana Taketatsu,7f6956f79b135ba978c39c0e7799a4f5
マトイ/佐藤 聡美,Matoi/Satomi Sato,99e53d87c33010648504854625b27518
パティ/阿澄 佳奈,,ac0bc5a2d69f1d969372c06ffe934f84
ユニークボイス02,Unique Voice 02,d655178ba5672ab2de674a53be955ecb
ティア/井口 裕香,,0f1ee2b9bd87b423dc34766e6330ff37
